input_by,input_date,participant_id,project_code,project,survey_language,country,institute_code,institution,setting,participant_code (original data),condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon,,2059_Q14_1,2059_Q14_2,2059_Q14_3,2059_Q14_4,2059_Q14_5,2059_Q14_6,2059_Q14_7,2059_Q14_8,2059_Q14_9,2059_Q14_10,2059_Q14_11,2059_Q14_12,2059_Q14_13,2059_Q14_14,2059_Q14_15,2059_Q14_16,2059_Q14_17,2059_Q14_18,2059_Q14_19,2059_Q14_20,2059_ELSA.2...22,2013_Which side of the political spectrum do you most closely align with?,"2013_If you know, what is the socio-economic status of your home?",1830_conservative,1830_conservative_x_status,1830_politicalparty,1832_political_views,liberal8liberal7_political_identity,democrat8democrat7_party_affiliation,military8military7_military,1820_Altruism_1,1820_Altruism_2,1820_Altruism_3,1820_Altruism_4,1820_Altruism_5,1820_Altruism_6,1820_Altruism_7,1820_Altruism_8,1820_Altruism_9,1820_Altruism_10,1820_Altruism_11,1820_Altruism_12,1820_Altruism_13,1820_Altruism_14,1820_Altruism_15,1820_Altruism_16,1820_Altruism_17,1820_Altruism_18,1820_Altruism_19,1820_Altruism_20,1820_Perceived_SES,1820_Env_1,1820_Env_2,1820_Env_3,1820_Env_4,1820_Env_5,1820_Env_6,1820_Env_7,1820_Env_8,1820_Env_9,1820_Env_10,1820_Env_11,1820_Env_12,1820_Env_13,1820_Env_14,1820_Env_15,1820_Env_16,1820_Env_17,1820_Env_18,1820_Env_19,1820_Env_20,1820_Env_21,1820_Env_22,1820_Env_23,1820_Env_24,1820_Nature_Connect,1820_Backpack,1956_HaveJob,1935_AltruismScale,1925_NiceGreenCar,1925_CaringGreenCar,1925_AltruismGreenCar,1925_NiceGreenCleaner,1925_CaringGreenCleaner,1925_AltruismGreenCleaner,1925_NiceGreenDishwasher,1925_CaringGreenDishwasher,1925_AltruismGreenDishwasher,1925_NiceNonGreenCar,1925_CaringNonGreenCar,1925_AltruismNonGreenCar,1925_NiceNonGreenCleaner,1925_CaringNonGreenCleaner,1925_AltruismNonGreenCleaner,1925_NiceNonGreenDishwasher,1925_CaringNonGreenDishwasher,1925_AltruismNonGreenDishwasher,1925_LibCon,1925_Party,1925_Abortion,1925_LimitedGovernment,1925_MilitaryNationalSecurity,1925_Religion,1925_WelfareBenefits,1925_GunOwnership,1925_TraditionalMarriage,1925_TraditionalValues,1925_FiscalResponsibility,1925_Business,1925_FamilyUnit,1925_Patriotism,1925_StoryTest1,1925_StoryTest2,1925_StoryTest3,1925_StoryTest4,1925_HypothesisGuess,1925_FrivolousResponding,1925_ParticipatedBefore,1925_Competitive,1925_MotivatedToCompete,1925_DesireHigherStatus,1925_MotivatedHigherPrestige,1925_Enthusiastic,1925_Excited,1925_Frustrated,1925_Angry,1933_Political,19_24_Politics_1,19_24_Politics_2,19_24_Politics_3,19_24_Politics_4,19_24_Politics_5,19_24_Politics_1Rev,19_24_Politics_4Rev,19_24_Politics1,19_24_Politics2,"18_37_altruism_AL03_01_getmoney ""… that you have won 300€ in total!""",18_37_altruism_share,18_37_share_amount,"18_37_AQ02_01_kauf_allg_Please indicate on a scale from 1 (disagree completely) to 9 (agree completely) how much you agree with the following statements. ""Choosing to buy pro-environmental products is a behavior that is beneficial for the general public.""","18_37_AQ02_02_kauf_nett_""Consumers of pro-environmental products are kinder than consumers of conventional products.""","18_37_AQ02_03_kauf_mitfue_""Consumers of pro-environmental products are more empathetic than consumers of conventional products.""","18_37_AQ02_04_kauf_altru_""Consumers of pro-environmental products are more altruistic than consumers of conventional products.""",18_37_pol.ori_political orientation,2058_Extra.Only,Label: 0 means the participant chose 2 or more nongreen products and were labeled as nongreen. 1 means the participant chose 2 or more green products and were labeled as green.,"Match: Based on the original hypothesis by Griskevicius et al. (2010), it was expected that participants in the control condition would choose more nongreen products and participants in the status condition would choose more green products. Following that, the researchers determined if the condition the participant was in matched with the hypothesized label. In that, 0 means the participants label did not match the condition, and 1 means the participants label did match the condition.",NGN: the rating of the nongreen consumer on how nice they are on a 1 to 9 scale.,NGC: the rating of the nongreen consumer on how caring they are on a 1 to 9 scale.,NGA: the rating of the nongreen consumer on how altruistic they are on a 1 to 9 scale.,XNG: The average of the three trait scores for the nongreen consumer.,GN: the rating of the green consumer on how nice they are on a 1 to 9 scale.,GC: the rating of the green consumer on how caring they are on a 1 to 9 scale.,GA: the rating of the green consumer on how altruistic they are on a 1 to 9 scale.,XG: The average of the three trait scores for the green consumer.
JRW,16-Jan-22,939,1,#18-17,English,USA,1,Adams State University,Lab,66,status story,No,Yes,Yes,White,White,,Male,Male,18,18,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,940,1,#18-17,English,USA,1,Adams State University,Lab,67,status story,No,Yes,No,White,White,,Female,Female,18,18,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,941,1,#18-17,English,USA,1,Adams State University,Lab,68,status story,Yes,No,No,other,Other,,Female,Female,20,20,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,942,1,#18-17,English,USA,1,Adams State University,Lab,69,status story,No,No,No,other,Other,,Female,Female,21,21,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,943,1,#18-17,English,USA,1,Adams State University,Lab,70,status story,Yes,Yes,Yes,other,Other,,other,Other,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,944,1,#18-17,English,USA,1,Adams State University,Lab,71,status story,No,No,No,White,White,,,,,,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,945,1,#18-17,English,USA,1,Adams State University,Lab,72,status story,Yes,No,No,White,White,,Female,Female,21,21,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,946,1,#18-17,English,USA,1,Adams State University,Lab,73,status story,No,No,No,other,Other,,Male,Male,28,28,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,republican,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,947,1,#18-17,English,USA,1,Adams State University,Lab,74,control story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,948,1,#18-17,English,USA,1,Adams State University,Lab,75,control story,Yes,No,Yes,White,White,,Female,Female,21,21,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,949,1,#18-17,English,USA,1,Adams State University,Lab,76,control story,No,No,No,White,White,,Male,Male,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,950,1,#18-17,English,USA,1,Adams State University,Lab,77,control story,No,No,No,other,Other,,Female,Female,18,18,Republican,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,republican,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,951,1,#18-17,English,USA,1,Adams State University,Lab,78,control story,No,No,Yes,White,White,,Female,Female,18,18,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,952,1,#18-17,English,USA,1,Adams State University,Lab,79,control story,No,No,Yes,White,White,,Male,Male,18,18,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,953,1,#18-17,English,USA,1,Adams State University,Lab,80,control story,Yes,Yes,No,other,Other,,Female,Female,23,23,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,954,1,#18-17,English,USA,1,Adams State University,Lab,81,control story,No,Yes,Yes,other,Other,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,955,1,#18-17,English,USA,1,Adams State University,Lab,82,control story,Yes,Yes,Yes,White,White,,Female,Female,33,33,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,956,1,#18-17,English,USA,1,Adams State University,Lab,83,control story,No,Yes,No,Black,Black or African American,,Male,Male,18,18,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,957,1,#18-17,English,USA,1,Adams State University,Lab,84,control story,No,No,Yes,White,White,,Female,Female,20,20,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,republican,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,958,1,#18-17,English,USA,1,Adams State University,Lab,85,control story,Yes,Yes,Yes,Black,Black or African American,,Female,Female,26,26,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,959,1,#18-17,English,USA,1,Adams State University,Lab,86,control story,Yes,No,No,White,White,,Male,Male,20,20,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,republican,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,960,1,#18-17,English,USA,1,Adams State University,Lab,87,control story,Yes,Yes,Yes,White,White,,Female,Female,18,18,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,961,1,#18-17,English,USA,1,Adams State University,Lab,88,control story,Yes,No,Yes,Black,Black or African American,,Female,Female,18,18,Democrat,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,962,1,#18-17,English,USA,1,Adams State University,Lab,89,control story,No,Yes,Yes,White,White,,Male,Male,21,21,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,963,1,#18-17,English,USA,1,Adams State University,Lab,90,control story,No,No,No,Black,Black or African American,,Male,Male,19,19,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,964,1,#18-17,English,USA,1,Adams State University,Lab,91,control story,No,No,Yes,White,White,,Female,Female,19,19,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,965,1,#18-17,English,USA,1,Adams State University,Lab,92,status story,No,Yes,No,other,Other,,Male,Male,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,966,1,#18-17,English,USA,1,Adams State University,Lab,93,status story,No,No,No,White,White,,Female,Female,19,19,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,republican,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,967,1,#18-17,English,USA,1,Adams State University,Lab,94,status story,No,No,No,White,White,,Male,Male,20,20,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,republican,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,968,1,#18-17,English,USA,1,Adams State University,Lab,95,status story,No,No,No,other,Other,,Male,Male,28,28,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,969,1,#18-17,English,USA,1,Adams State University,Lab,96,status story,No,Yes,Yes,White,White,,Male,Male,18,18,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,970,1,#18-17,English,USA,1,Adams State University,Lab,97,status story,No,No,No,White,White,,Male,Male,19,19,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,republican,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,971,1,#18-17,English,USA,1,Adams State University,Lab,98,status story,No,No,No,Black,Black or African American,,Male,Male,22,22,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,972,1,#18-17,English,USA,1,Adams State University,Lab,99,status story,Yes,Yes,Yes,White,White,,Female,Female,47,47,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,973,1,#18-17,English,USA,1,Adams State University,Lab,100,status story,No,No,Yes,White,White,,Female,Female,21,21,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,974,1,#18-17,English,USA,1,Adams State University,Lab,101,status story,Yes,Yes,Yes,White,White,,Female,Female,24,24,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,975,1,#18-17,English,USA,1,Adams State University,Lab,102,status story,Yes,No,No,White,White,,Female,Female,18,18,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,976,1,#18-17,English,USA,1,Adams State University,Lab,103,no story,No,No,Yes,other,Other,,Male,Male,32,32,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,977,1,#18-17,English,USA,1,Adams State University,Lab,104,no story,No,Yes,Yes,White,White,,Female,Female,51,51,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,978,1,#18-17,English,USA,1,Adams State University,Lab,105,no story,No,No,Yes,White,White,,Female,Female,22,22,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,republican,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,979,1,#18-17,English,USA,1,Adams State University,Lab,106,no story,Yes,Yes,Yes,White,White,,Female,Female,20,20,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,980,1,#18-17,English,USA,1,Adams State University,Lab,107,no story,No,Yes,Yes,White,White,,,,,,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,981,1,#18-17,English,USA,1,Adams State University,Lab,108,no story,No,Yes,Yes,White,White,,Male,Male,20,20,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,982,1,#18-17,English,USA,1,Adams State University,Lab,109,no story,No,Yes,No,other,Other,,Male,Male,22,22,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,republican,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,983,1,#18-17,English,USA,1,Adams State University,Lab,110,no story,Yes,Yes,Yes,asian,Asian or Asian Indian,,Female,Female,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,independent,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,984,1,#18-17,English,USA,1,Adams State University,Lab,111,no story,Yes,Yes,Yes,White,White,,Female,Female,21,21,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,985,1,#18-17,English,USA,1,Adams State University,Lab,112,no story,No,No,No,White,White,,Male,Male,21,21,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conservative,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,986,1,#18-17,English,USA,1,Adams State University,Lab,113,no story,Yes,No,Yes,White,White,,Female,Female,19,19,Democrat,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,democrat,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRW,16-Jan-22,987,1,#18-17,English,USA,1,Adams State University,Lab,114,no story,Yes,Yes,Yes,White,White,,Male,Male,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liberal,independent,no military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
